organisation_id,territory_name,organisation_vertical,n_days,date_min,date_max,total_spend,total_target,n_active_channels,active_channels,spend_cv,target_cv,spend_target_corr,log_spend_range,score
ba773ebd7ec0a08f1d042187d086ccb4,Germany,Business & Industrial,1610,2020-01-06,2024-06-02,758796.15,73034,2,"['google_paid_search_spend', 'google_shopping_spend']",0.6163100068104168,0.5805091610258634,0.47001102112892457,3.563208039518142,0.49250295350744033
c5fbe353800204351f2768f90d703b38,Norway,Apparel,571,2022-10-28,2024-05-20,1276060.4500000002,5851,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.5969476519309325,0.9860029436345055,0.768555945762935,4.043054824076066,0.4917863918688612
04769dac8b828ec7a85676d9e2bffe6f,All Territories,Beauty & Fitness,509,2022-07-29,2023-12-19,336573.6724934189,28163,6,"['google_paid_search_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.8420724256536345,1.0812054328113896,0.6073280613380245,3.906395533109877,0.48907841939052865
069f2de2afe9a57d7265a13c52150354,All Territories,,487,2022-12-09,2024-04-08,1990313.2111741414,27401,5,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_video_spend', 'meta_facebook_spend']",0.4524770785873013,0.3878102225959252,0.7386099610551847,2.7738782248466727,0.48636239234890066
15381c4f5db0c4003da170030e12801b,All Territories,,460,2023-02-11,2024-05-15,131292.43999999997,35529,2,"['google_paid_search_spend', 'google_pmax_spend']",0.9133603231989474,0.7818076279987491,0.891384366770221,4.185177230393446,0.48442809849030993
be42d9eb5dd05a69fa22ea9da209cc7f,All Territories,Food & Drink,559,2022-11-08,2024-05-19,3164366.75,213524,5,"['google_pmax_spend', 'google_video_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.5466922626888848,0.48673126411922407,0.6653167786835957,4.879948895432786,0.4840757961389587
ba773ebd7ec0a08f1d042187d086ccb4,Italy,Business & Industrial,1515,2020-04-10,2024-06-02,318201.15,29458,2,"['google_paid_search_spend', 'google_shopping_spend']",0.594629318275417,0.6886370043676584,0.4746233834252415,4.16000850965087,0.4781549154444916
098228bbe36aa86c8592de76f2447959,All Territories,Home & Garden,1369,2020-09-02,2024-06-01,108551.41,20966,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend']",0.3784283178723273,0.4184209716489594,0.41348767784996193,5.195453731088797,0.47734887243519675
265fb78dc0d56fcbaa3e469d56120bcc,All Territories,Beauty & Fitness,459,2022-03-29,2023-06-30,823948.4350214162,8248,5,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.4846428995056148,0.4780945965285616,0.7043511277415488,2.2318747798584244,0.47530360885555045
c5fbe353800204351f2768f90d703b38,Sweden,Apparel,571,2022-10-28,2024-05-20,2790362.5,13776,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.5067261507152828,0.5888362144329384,0.7413420481741182,3.8406417832114226,0.4746000724706512
058b38dc1b5a87a8d9338196cd024d47,All Territories,,458,2022-03-30,2023-06-30,1087624.0987059332,67921,7,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.44602460426309565,0.4689224497512638,0.712856934288127,2.145551319016879,0.4738507457384473
93dce3c85055adb326d79aaa7d549134,All Territories,Home & Garden,1123,2021-05-05,2024-05-31,5051385.548032411,104866,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_display_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.5535478569208553,0.3962997813856638,0.3371481570754095,4.49738959309526,0.4668361831288146
7c374835f86c472c74023b035b9deef0,New Zealand,Apparel,711,2022-06-23,2024-06-02,207195.50999999998,12559,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.3922255927927078,0.5541639778359799,0.6857957697711223,3.114181591299847,0.46647471111294897
0b077049ec0b346792ab541b7b8e2cbe,All Territories,Health,761,2020-12-31,2023-01-30,106951.52078649901,12722,5,"['google_paid_search_spend', 'google_shopping_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.9241841539150795,0.3833097267389543,0.38047559380003404,4.300255564787502,0.4652132922750932
0d1fc3f1715b0c65776780e7ad8ac7df,All Territories,Beauty & Fitness,1220,2019-07-21,2022-11-21,2939626.3377093268,395410,2,"['google_paid_search_spend', 'google_shopping_spend']",0.5195310837095206,0.5074445965575183,0.5935825660913059,5.25052384862128,0.46421405752444317
d7c14c27fc318d0c53327638260eda8a,All Territories,Pets & Animals,791,2021-12-26,2024-02-24,172057.66649507597,16748,3,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.6724158815352144,1.1386061728427341,0.6400310796047676,6.864440596962838,0.46218637748326696
0d1fc3f1715b0c65776780e7ad8ac7df,UK,Beauty & Fitness,1210,2019-07-31,2022-11-21,1588111.12,253225,2,"['google_paid_search_spend', 'google_shopping_spend']",0.572568635401834,0.5164854631645605,0.566860601390181,3.9804485231383326,0.46007346771509033
3b2d18b6a9553039fa93be50a343e027,All Territories,,630,2022-09-11,2024-06-01,720065.33,27253,7,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.4972661414302321,0.5071639346558263,0.5415095539757003,3.7490217995766777,0.45212808113527647
058b38dc1b5a87a8d9338196cd024d47,US,,458,2022-03-30,2023-06-30,253944.78999999998,7681,5,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.5777140161788525,0.4970484094845264,0.5920590681018654,3.666261377423549,0.4507803270741445
7a801df71696ceb035e3503253cb15cf,All Territories,Consumer Electronics,466,2023-02-23,2024-06-02,493989.600847518,28545,2,"['google_paid_search_spend', 'google_pmax_spend']",0.4431451863324309,0.4861551805657958,0.9241380509395416,7.862483898619409,0.4480893433954025
35249ee3fae02a5749d359e07eca75c9,All Territories,Beauty & Fitness,734,2021-05-05,2023-05-08,1281791.98328004,175496,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.8654381007506822,1.6285682456244364,0.3534499949044066,8.632443244000111,0.4473760672556991
ba773ebd7ec0a08f1d042187d086ccb4,Australia,Business & Industrial,1357,2020-09-15,2024-06-02,943342.73,65639,3,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend']",0.5502125384470035,1.049840161115145,0.3535217094200517,7.319429732587363,0.44482419728179523
429c8d00704a9ef6307b49f22d5dfade,Australia,Business & Industrial,634,2022-08-26,2024-05-20,505609.11,27924,3,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend']",0.5167057969116938,0.6816468751708268,0.6974731974973565,7.405193134438575,0.4414322419672181
7569a6a9c156a0f9398fa6cfd51df5bb,UK,Food & Drink,453,2022-05-20,2023-08-15,77108.15999999999,3623,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.9813722274996844,0.6087831781328074,0.4080452998298642,6.215013421673029,0.4352281399405039
df2cbe9195e5f2bde9200435682a5f79,All Territories,Home & Garden,678,2022-07-22,2024-05-29,120023.12999999999,8358,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend']",0.43281780121534386,0.5721243784142972,0.5643327142457091,3.9716874628677963,0.42938342192237444
c91b1af7a86a8531877e63273d95c0fb,All Territories,Sports,980,2020-10-24,2023-06-30,50935.01409662565,24463,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",1.0634107271911255,0.6551860937839498,0.18465029636378993,5.617131586290012,0.42165620731642767
d21504538db0b60b7c7884711fa89371,All Territories,Home & Garden,673,2022-03-07,2024-01-08,1530849.4507109337,46248,8,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'google_video_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.7006250056130954,1.0655204712447177,0.3176959426852811,9.401482371173358,0.41145923310989785
ff5c2c32d7f1c21594c518fc6a6d4fce,All Territories,Apparel,1064,2021-06-21,2024-05-19,1685493.6481635803,27919,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.41455033072832265,1.0828934045283283,0.3178535899204876,4.293646388795119,0.4087243025104291
0e2793fc272def8aa56ece30bab692dd,All Territories,Health,794,2021-10-17,2023-12-19,11978670.33,365291,2,"['google_paid_search_spend', 'google_shopping_spend']",1.4115687572728919,0.6980372168096052,0.30241486163792874,12.043230605014125,0.4052451263374571
0d1fc3f1715b0c65776780e7ad8ac7df,Australia,Beauty & Fitness,1190,2019-07-25,2022-10-26,519174.80999999994,59173,2,"['google_paid_search_spend', 'google_shopping_spend']",0.8033773939880479,1.050016236615093,0.3062827361759929,7.694929998932954,0.40212547287296185
fd215d1327fbaa28cc16cd52a8e6bcac,All Territories,,803,2022-03-23,2024-06-02,163393.12,59235,3,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend']",0.37998677724524127,0.31691305420171567,0.5274880740775839,4.733152290155319,0.40089387207801064
429c8d00704a9ef6307b49f22d5dfade,Spain,Business & Industrial,506,2023-01-01,2024-05-20,149449.93,10451,2,"['google_shopping_spend', 'google_pmax_spend']",0.6330630285454366,0.8917486225709631,0.6819827412602072,3.5901288826226856,0.40014555698588966
78740ae9bb7a77b69532a81e933fd89c,All Territories,Beauty & Fitness,452,2021-11-14,2023-02-08,545529.0700000001,3425,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.47507800435464154,0.5199509806934159,0.45128373062500743,4.612460479088242,0.39742747130771794
66fe6c9f882f85816c126a39723fe1b9,All Territories,Food & Drink,577,2021-12-01,2023-06-30,578049.33433806,28426,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.24428702796378737,0.4526825521515436,0.45646404214927533,2.7065698530756004,0.3937494117289968
2eba9f633c46be6dd29e6eb932cf847a,All Territories,Safety & Survival,463,2023-02-12,2024-05-19,373327.37,4981,4,"['google_paid_search_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend']",0.526046970389311,0.5925184929446196,0.5089524185619876,2.4083023243372272,0.39139550541735035
429c8d00704a9ef6307b49f22d5dfade,Netherlands,Business & Industrial,642,2022-08-18,2024-05-20,113598.97999999998,6072,2,"['google_shopping_spend', 'google_pmax_spend']",0.6120498520880407,0.6021879442627414,0.5872692753973172,6.621725174612736,0.3890476753094384
32519ca78d88828bfd349fc71de7e7c8,All Territories,Business & Industrial,702,2021-01-23,2022-12-25,82619.47,8065,3,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend']",0.525103638333289,0.47171667184944827,0.48610454703916445,5.833523359039406,0.3885701688359977
54e10037bed257ee57ec2cd851bf27a4,All Territories,Business & Industrial,1035,2020-04-08,2023-02-06,988646.4223137931,55138,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend']",0.4292540241313119,0.378641394538249,0.25746879029340436,7.748806194420548,0.3879387408146876
eee3213700d652277941b8370c8c4dcf,Switzerland,Sports,569,2022-07-31,2024-02-19,140543.39,4824,3,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.6188254758283854,0.6128357527950762,0.5104557695476793,7.228787501115457,0.38625857028038046
84ede2686ee278b4e36b0b726f159b48,All Territories,Home & Garden,623,2021-08-04,2023-04-18,2011571.7579688942,7665,5,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend']",0.6388789633808303,0.6321832587272079,0.26568942003312035,3.6968652416621177,0.3825438942497895
4b0d65948094e2ba39833fd78c03387c,All Territories,Beauty & Fitness,766,2021-05-26,2023-06-30,1122715.954285141,52336,5,"['google_paid_search_spend', 'google_shopping_spend', 'meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.3845669198110527,0.4231099874358648,0.2622382942476358,2.1891720942786685,0.37649425678309445
e6e7a979bc3314113a98956efb09ede3,All Territories,Beauty & Fitness,923,2021-03-24,2023-10-02,63898.44,40147,3,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.7641626423688503,0.622588742221041,0.24805427521720552,5.897620791577822,0.3726143857512185
9faf9deecf26fb7ac73035dbe0971beb,All Territories,Sports,571,2022-11-10,2024-06-02,45768.10831973099,6251,2,"['google_pmax_spend', 'meta_facebook_spend']",1.0386486622871371,0.596736049549455,0.41544988614473893,6.042038833070915,0.37002467501902286
75d7dc601d55a71ee1d7932b560934ed,All Territories,Apparel,1438,2020-06-12,2024-05-19,183102.81200480822,46327,2,"['google_pmax_spend', 'meta_facebook_spend']",0.9983937236302202,2.8244511809457844,-0.18193000620947739,6.98739630495792,0.3651506230768998
11c423eea4b114b963a22a0018da9969,All Territories,Sports,872,2022-01-13,2024-06-02,265045.80941788503,32363,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'meta_facebook_spend', 'meta_instagram_spend']",0.7836036319851948,0.586193919991688,-0.03280056277199057,4.032531482730239,0.3528606487496331
4ff06c5b913ea7e00d09ce9efe208c46,All Territories,,625,2022-09-17,2024-06-02,325548.52,5761,3,"['google_paid_search_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.38641332370655673,0.5859869554956179,0.43045350667172955,2.1289549144649165,0.34701210738759425
d0f788f460b813f4729d73e4e245279e,All Territories,Home & Garden,1173,2020-04-14,2023-06-30,614973.83466454,51062,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend']",0.4977825178003302,0.4230538438102041,0.02674056030964277,7.343387418562422,0.3452761480282657
8899298cad9186617943d1d8decb0ae2,All Territories,Food & Drink,574,2022-01-11,2023-08-07,289436.3760603678,13932,6,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'google_display_spend', 'google_video_spend', 'meta_facebook_spend']",0.5835475656312794,0.4200181905046395,0.17302014747429773,5.921177033813761,0.34221397042277873
560f5cf4dce8824a907c84162e553de0,All Territories,Apparel,1033,2020-09-01,2023-06-30,1015085.4500000001,1052380,4,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.5819953592975282,16.455117036100276,-0.07192288878452598,8.202575592923212,0.3256866861296386
3f4463f3b51fc2056b97766e2373747d,All Territories,Pets & Animals,462,2023-02-27,2024-06-02,33947.92,12475,2,"['google_paid_search_spend', 'google_pmax_spend']",0.40462077323874635,0.3341649950408735,0.4950678025223507,5.03317925853115,0.31494472533357815
f1504c791a2b4aa6fac0861259e0e212,All Territories,Consumer Electronics,827,2021-03-26,2023-06-30,9150.15,10591,3,"['google_paid_search_spend', 'google_shopping_spend', 'google_pmax_spend']",0.5231927824004821,0.5693242308082377,0.18082791179284796,3.4310797561440247,0.314643037271906
8c7d01375c3eca8e3ecfe8f1872b3136,All Territories,Apparel,505,2023-01-01,2024-05-19,1472049.47,37168,3,"['google_shopping_spend', 'google_pmax_spend', 'meta_facebook_spend']",0.22792801814591662,0.49786498587610123,0.2254911380868419,5.7689305127977395,0.2525417994371034
6dded930ff616b1ec8a3094208238208,All Territories,Home & Garden,465,2022-04-19,2023-07-27,419848.93,3762,3,"['meta_facebook_spend', 'meta_instagram_spend', 'meta_other_spend']",0.5882541207792586,0.5841095974806337,0.07928251276797933,8.323346272057616,0.23900079983179195
0d1fc3f1715b0c65776780e7ad8ac7df,US,Beauty & Fitness,594,2020-01-17,2021-09-01,520921.82,7865,2,"['google_paid_search_spend', 'google_shopping_spend']",0.5824455442447594,1.7801682678802897,-0.04248877950650275,3.365329663344486,0.20305323517833085
